"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up","Assigned Tech (labels)","CONTRACTED (checkbox)","DELIVERED (checkbox)","STOCK # (short text)"
"Task","868gf0jjg","Mercedes Benz of Wilsonville","Closed","
","[]","none","Partition, LTrack, air lif with compressor  ",1,0,"","","Friday, November 21st 2025, 10:36:05 am -08:00","Tuesday, December 9th 2025, 10:32:07 am -08:00","Tuesday, December 9th 2025, 10:32:07 am -08:00","Tuesday, December 9th 2025, 10:05:14 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868gftwhm","Mercedes Benz of Wilsonville","Closed","
","[]","none","Hitch, 72"" Shelf  ",1,0,"","","Monday, November 24th 2025, 12:33:19 pm -08:00","Wednesday, November 26th 2025, 8:09:21 am -08:00","Wednesday, November 26th 2025, 8:09:21 am -08:00","Tuesday, November 25th 2025, 8:56:22 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868ggv3ba","Mercedes Benz of Wilsonville","Closed","
","[]","none","Insulation, Wall, Ceiling, Doors liner kits  ",1,0,"Monday, December 1st 2025","Wednesday, November 26th 2025","Wednesday, November 26th 2025, 1:46:44 pm -08:00","Friday, December 5th 2025, 10:57:18 am -08:00","Friday, December 5th 2025, 10:57:18 am -08:00","Monday, December 1st 2025, 3:45:03 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868gj20kw","Mercedes Benz of Wilsonville","Closed","
","[]","none","Partition  ",1,0,"Monday, December 1st 2025","Monday, December 1st 2025","Monday, December 1st 2025, 12:51:35 pm -08:00","Tuesday, December 2nd 2025, 9:46:48 am -08:00","Tuesday, December 2nd 2025, 9:46:48 am -08:00","Monday, December 1st 2025, 3:34:48 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868gj4r27","Mercedes Benz of Wilsonville","Closed","
","[]","none","Amp Steps  ",2,0,"","","Monday, December 1st 2025, 3:32:24 pm -08:00","Tuesday, December 23rd 2025, 1:50:27 pm -08:00","Tuesday, December 23rd 2025, 1:50:27 pm -08:00","Tuesday, December 23rd 2025, 1:50:23 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gjgfu7","Dustin Cunningham","Closed","
","[]","none","Fender Armor, Mondos, Dirt Dodger, Wheels  ",1,0,"","","Tuesday, December 2nd 2025, 9:44:13 am -08:00","Thursday, December 11th 2025, 2:42:13 pm -08:00","Thursday, December 11th 2025, 2:42:13 pm -08:00","Thursday, December 11th 2025, 2:42:12 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gjyz9h","Lakeside HVAC","Closed","
","[]","none","Walls, Rear Doors, Sliding Door  ",1,0,"Wednesday, December 3rd 2025","Wednesday, December 3rd 2025","Wednesday, December 3rd 2025, 8:21:01 am -08:00","Friday, December 5th 2025, 8:28:15 am -08:00","Friday, December 5th 2025, 8:28:15 am -08:00","Thursday, December 4th 2025, 10:16:48 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868gjzpct","Hadi Sharifi","Closed","
","[]","none","45 gal Fuel Tank, Fuel Capacity Recalibration Module, Winch Fairlead  ",1,0,"","","Wednesday, December 3rd 2025, 8:55:09 am -08:00","Friday, January 2nd 2026, 12:55:57 pm -08:00","Friday, January 2nd 2026, 12:55:57 pm -08:00","Friday, January 2nd 2026, 12:55:57 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868gk0rnt","Lakeside HVAC","Closed","
","[]","none","Walls, Rear Doors, Sliding Door  ",1,0,"","","Wednesday, December 3rd 2025, 9:45:10 am -08:00","Friday, December 12th 2025, 2:57:24 pm -08:00","Friday, December 12th 2025, 2:57:24 pm -08:00","Friday, December 12th 2025, 2:57:24 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[]","","",""
"Task","868gm0qrx","Mike & Barbara Davis","Closed","
","[]","HIGH","Fan, Basic Interior with Electrical, Heater, Windows, Upper Cabinet and Front Headliner Shelf  ",2,0,"Wednesday, December 17th 2025","Wednesday, December 10th 2025","Friday, December 5th 2025, 10:31:05 am -08:00","Tuesday, December 23rd 2025, 1:47:50 pm -08:00","Tuesday, December 23rd 2025, 1:47:50 pm -08:00","Tuesday, December 23rd 2025, 1:47:44 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Gary, Tim]","","",""
"Task","868gm5xfh","Mercedes Benz of Wilsonville","Closed","
","[]","none","Hitch  ",1,0,"","","Friday, December 5th 2025, 2:15:30 pm -08:00","Monday, December 29th 2025, 9:42:20 am -08:00","Monday, December 29th 2025, 9:42:20 am -08:00","Monday, December 29th 2025, 9:42:20 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gpetdf","Mercedes Benz of Wilsonville","Closed","
","[]","none","Fire Extinguisher with Mount  ",1,0,"","","Thursday, December 11th 2025, 12:56:36 pm -08:00","Tuesday, January 27th 2026, 10:25:24 am -08:00","Tuesday, January 27th 2026, 10:25:24 am -08:00","Tuesday, January 27th 2026, 10:25:24 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gpqeya","Lindsay Byrne","Closed","
","[]","none","Awning Install  ",1,0,"Monday, January 12th 2026","Monday, January 12th 2026","Friday, December 12th 2025, 7:40:40 am -08:00","Monday, January 12th 2026, 3:41:35 pm -08:00","Monday, January 12th 2026, 3:41:35 pm -08:00","Monday, January 12th 2026, 3:41:35 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868gpqj0b","Mercedes Benz of Wilsonville","Closed","
","[]","none","Hitch Install  ",1,0,"","","Friday, December 12th 2025, 7:46:28 am -08:00","Monday, December 15th 2025, 8:11:34 am -08:00","Monday, December 15th 2025, 8:11:34 am -08:00","Friday, December 12th 2025, 2:57:04 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gpz2x7","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Hitch Install  ",1,0,"Friday, December 12th 2025","Friday, December 12th 2025","Friday, December 12th 2025, 2:55:24 pm -08:00","Monday, December 15th 2025, 8:11:43 am -08:00","Monday, December 15th 2025, 8:11:43 am -08:00","Monday, December 15th 2025, 7:17:19 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gqt7xv","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Hitch install  ",1,0,"","","Monday, December 15th 2025, 10:59:24 am -08:00","Tuesday, December 16th 2025, 3:36:21 pm -08:00","Tuesday, December 16th 2025, 3:36:21 pm -08:00","Tuesday, December 16th 2025, 3:36:21 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868grhqq0","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Floor install  ",1,0,"Thursday, December 18th 2025","Thursday, December 18th 2025","Tuesday, December 16th 2025, 2:56:46 pm -08:00","Tuesday, December 30th 2025, 2:49:18 pm -08:00","Tuesday, December 30th 2025, 2:49:18 pm -08:00","Thursday, December 18th 2025, 3:10:56 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868grup2v","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Flatline Sidesteps, Tires  ",1,0,"","","Wednesday, December 17th 2025, 9:30:31 am -08:00","Tuesday, December 23rd 2025, 1:50:56 pm -08:00","Tuesday, December 23rd 2025, 1:50:56 pm -08:00","Tuesday, December 23rd 2025, 1:50:56 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gta3a0","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Shelving, one 48"" and two 60"" Partition  ",2,0,"","","Thursday, December 18th 2025, 9:47:16 am -08:00","Tuesday, December 30th 2025, 12:17:12 pm -08:00","Tuesday, December 30th 2025, 12:17:12 pm -08:00","Friday, December 26th 2025, 11:56:39 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Tim]","","",""
"Task","868gtpaux","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Hitch with bumper step  ",1,0,"Friday, December 19th 2025","Friday, December 19th 2025","Friday, December 19th 2025, 7:16:40 am -08:00","Tuesday, December 23rd 2025, 1:49:03 pm -08:00","Tuesday, December 23rd 2025, 1:49:03 pm -08:00","Friday, December 19th 2025, 12:35:06 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gtwwc8","POTLUCK IN THE PARK","Closed","
","[]","none","Wall liners installed  ",1,0,"Friday, December 19th 2025","Friday, December 19th 2025","Friday, December 19th 2025, 12:33:33 pm -08:00","Tuesday, December 23rd 2025, 1:48:41 pm -08:00","Tuesday, December 23rd 2025, 1:48:41 pm -08:00","Friday, December 19th 2025, 1:12:06 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary, Tim]","","",""
"Task","868gtwxtz","Randy Roberts","Closed","
","[]","none","Window covers  ",1,0,"","","Friday, December 19th 2025, 12:36:11 pm -08:00","Wednesday, January 14th 2026, 12:31:51 pm -08:00","Wednesday, January 14th 2026, 12:31:51 pm -08:00","Tuesday, January 13th 2026, 3:39:14 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868gty0ga","Lakeside HVAC","Closed","
","[]","none","8 place parts tote holder  ",1,0,"Thursday, January 29th 2026","Thursday, January 29th 2026","Friday, December 19th 2025, 1:48:26 pm -08:00","Friday, January 30th 2026, 12:09:56 pm -08:00","Friday, January 30th 2026, 12:09:56 pm -08:00","Friday, January 30th 2026, 12:09:56 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[First Available]","","",""
"Task","868gumg4m","Lakeside HVAC","Closed","
","[]","none","Shelf, 8 place parts tote holder  ",1,0,"","","Monday, December 22nd 2025, 3:34:51 pm -08:00","Wednesday, December 24th 2025, 9:43:18 am -08:00","Wednesday, December 24th 2025, 9:43:18 am -08:00","Wednesday, December 24th 2025, 9:43:18 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868gw2z8f","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Hitch install  ",1,0,"","","Monday, December 29th 2025, 1:01:24 pm -08:00","Tuesday, December 30th 2025, 12:17:18 pm -08:00","Tuesday, December 30th 2025, 12:17:18 pm -08:00","Monday, December 29th 2025, 2:24:54 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gwejuf","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Partition Installed  ",1,0,"","","Tuesday, December 30th 2025, 12:16:05 pm -08:00","Tuesday, December 30th 2025, 2:49:30 pm -08:00","Tuesday, December 30th 2025, 2:49:30 pm -08:00","Tuesday, December 30th 2025, 2:49:28 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gwqbk0","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Swing door partition installed  ",1,0,"","","Wednesday, December 31st 2025, 12:18:49 pm -08:00","Monday, January 5th 2026, 7:16:04 am -08:00","Monday, January 5th 2026, 7:16:04 am -08:00","Monday, January 5th 2026, 7:16:04 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868gx5d8z","Mercedes-Benz of Wilsonville / Phil Hapworth","Closed","
","[]","none","Hitch  ",1,0,"Friday, January 2nd 2026","Friday, January 2nd 2026","Friday, January 2nd 2026, 10:51:21 am -08:00","Monday, January 5th 2026, 7:16:12 am -08:00","Monday, January 5th 2026, 7:16:12 am -08:00","Monday, January 5th 2026, 7:16:12 am -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868gy058a","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Side and rear windows, headlights and fog lights  ",1,0,"","","Monday, January 5th 2026, 10:17:55 am -08:00","Wednesday, January 14th 2026, 12:32:29 pm -08:00","Wednesday, January 14th 2026, 12:32:29 pm -08:00","Wednesday, January 14th 2026, 7:27:44 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Gary]","","",""
"Task","868gytgmc","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Partition  ",1,0,"","","Tuesday, January 6th 2026, 11:01:56 am -08:00","Monday, January 12th 2026, 8:47:48 am -08:00","Monday, January 12th 2026, 8:47:48 am -08:00","Wednesday, January 7th 2026, 7:45:02 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868h1kw3z","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Low Roof Partition  ",1,0,"","","Monday, January 12th 2026, 7:45:05 am -08:00","Monday, January 12th 2026, 11:55:19 am -08:00","Monday, January 12th 2026, 11:55:19 am -08:00","Monday, January 12th 2026, 10:06:48 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Tim]","","",""
"Task","868h3m9fx","Mercedes-Benz of Wilsonville","Closed","
","[]","none","144 floor, 96"" shelf, 48"" shelf  ",2,0,"Thursday, January 22nd 2026","Wednesday, January 21st 2026","Thursday, January 15th 2026, 8:49:12 am -08:00","Friday, January 23rd 2026, 8:19:41 am -08:00","Friday, January 23rd 2026, 8:19:41 am -08:00","Friday, January 23rd 2026, 7:29:22 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868h4cn06","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Transporter Running Boards   ",1,0,"Friday, January 23rd 2026","Tuesday, January 20th 2026","Friday, January 16th 2026, 2:35:44 pm -08:00","Wednesday, January 21st 2026, 2:01:56 pm -08:00","Wednesday, January 21st 2026, 2:01:56 pm -08:00","Wednesday, January 21st 2026, 2:01:56 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868h93je8","Ned Clements","Closed","
","[]","none","Flatline Steps  ",1,0,"","","Wednesday, January 28th 2026, 7:16:08 am -08:00","Wednesday, January 28th 2026, 10:51:44 am -08:00","Wednesday, January 28th 2026, 10:51:44 am -08:00","Wednesday, January 28th 2026, 10:46:41 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[First Available]","","",""
"Task","868ha8wk8","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Hitch with Factory Step Installed  ",1,0,"Friday, January 30th 2026","Friday, January 30th 2026","Friday, January 30th 2026, 12:08:24 pm -08:00","Monday, February 2nd 2026, 7:22:40 am -08:00","Monday, February 2nd 2026, 7:22:40 am -08:00","Monday, February 2nd 2026, 7:22:40 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[First Available]","","",""
"Task","868hbn1bb","Hadi","Closed","
","[]","NORMAL","Things & stuff  ",1,0,"Friday, February 6th 2026","","Tuesday, February 3rd 2026, 8:36:42 am -08:00","Friday, February 13th 2026, 3:09:01 pm -08:00","Friday, February 13th 2026, 3:09:01 pm -08:00","Friday, February 13th 2026, 3:09:01 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868hc73m9","Mike & Barbara Davis","Closed","
","[]","NORMAL","AC Install, Carpet Install, Rear wheel well liners, Step filler and window cover kit  ",1,0,"Friday, February 6th 2026","Thursday, February 5th 2026","Wednesday, February 4th 2026, 7:50:41 am -08:00","Monday, February 9th 2026, 7:31:39 am -08:00","Monday, February 9th 2026, 7:31:39 am -08:00","Monday, February 9th 2026, 7:31:39 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Tim]","","",""
"Task","868hc99vt","Lakeside HVAC","Closed","
","[]","HIGH","Luverne Grip Step, 96"" Shelf, 8 Place Tote Holder, Factory Partition  ",1,0,"Wednesday, February 4th 2026","Wednesday, February 4th 2026","Wednesday, February 4th 2026, 9:22:30 am -08:00","Monday, February 9th 2026, 7:32:59 am -08:00","Monday, February 9th 2026, 7:32:59 am -08:00","Thursday, February 5th 2026, 10:25:55 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868hcf1ym","Joe Traynor","Closed","
","[]","URGENT","Heater with custom box, see notes  ",1,0,"Thursday, February 5th 2026","Wednesday, February 4th 2026","Wednesday, February 4th 2026, 12:56:48 pm -08:00","Monday, February 9th 2026, 7:32:52 am -08:00","Monday, February 9th 2026, 7:32:52 am -08:00","Friday, February 6th 2026, 4:59:08 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868heknj0","Mercedes-Benz of Wilsonville","Closed","
","[]","none","LED Headlights and Fog lights  ",1,0,"Thursday, February 19th 2026","Thursday, February 19th 2026","Tuesday, February 10th 2026, 8:42:21 am -08:00","Monday, February 23rd 2026, 9:28:34 am -08:00","Monday, February 23rd 2026, 9:28:34 am -08:00","Monday, February 23rd 2026, 9:28:34 am -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","3h","3h",,0,"[Gary]","","",""
"Task","868hfxmu9","Matt Jones","Closed","
","[]","none","Battery, Solar, swivels, and Mattress  ",1,0,"","","Thursday, February 12th 2026, 3:39:59 pm -08:00","Wednesday, March 18th 2026, 1:53:51 pm -07:00","Wednesday, March 18th 2026, 1:53:51 pm -07:00","Wednesday, March 18th 2026, 11:19:03 am -07:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Gary]","","",""
"Task","868hgg5c2","Test","Closed","
","[]","none","",0,0,"","","Saturday, February 14th 2026, 4:27:48 pm -08:00","Saturday, February 14th 2026, 4:30:15 pm -08:00","Saturday, February 14th 2026, 4:30:15 pm -08:00","Saturday, February 14th 2026, 4:30:15 pm -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868hgttja","Mercedes-Benz of Wilsonville","Closed","
","[]","none","Swing door Partition, 96"" and 48"" shelf and Install Roof Rails.  ",1,0,"","","Monday, February 16th 2026, 8:23:15 am -08:00","Wednesday, February 18th 2026, 3:32:51 pm -08:00","Wednesday, February 18th 2026, 3:32:51 pm -08:00","Tuesday, February 17th 2026, 12:09:17 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868hgwvtk","Gresham Toyota","complete - awaiting pickup","
","[]","NORMAL","Sequoia - Accessories / Lift / Tires & Wheels  ",2,0,"","Tuesday, February 17th 2026","Monday, February 16th 2026, 12:14:42 pm -08:00","Friday, April 3rd 2026, 8:54:50 am -07:00","","Thursday, March 12th 2026, 7:29:38 am -07:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Jake , Seth]","","",""
"Task","868hhd6ug","Mercedes-Benz of Wilsonvile","Closed","
","[]","none","Factory Bumper step and Curt Hitch  ",1,0,"Wednesday, February 18th 2026","Wednesday, February 18th 2026","Tuesday, February 17th 2026, 1:08:07 pm -08:00","Wednesday, February 18th 2026, 3:32:36 pm -08:00","Wednesday, February 18th 2026, 3:32:36 pm -08:00","Wednesday, February 18th 2026, 3:32:36 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868hhzx8x","Mercedes-Benz of Wilsonville - Flow Electric","Closed","
","[]","none","ErgoRack with conduit carrier, 60"" shelf, 96"" shelf, and 8 drawer cabinet w/ top tray  ",1,0,"","","Wednesday, February 18th 2026, 3:33:32 pm -08:00","Tuesday, March 17th 2026, 8:37:23 am -07:00","Tuesday, March 17th 2026, 8:37:23 am -07:00","Monday, March 16th 2026, 3:59:50 pm -07:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","true","",""
"Task","868hkj4qr","Slate Van","Closed","
","[]","none","",0,0,"Monday, February 23rd 2026","Monday, February 23rd 2026","Monday, February 23rd 2026, 9:49:39 am -08:00","Tuesday, February 24th 2026, 10:03:01 am -08:00","Tuesday, February 24th 2026, 10:03:01 am -08:00","Tuesday, February 24th 2026, 10:03:01 am -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1h","1h",,0,"[Gary]","","",""
"Task","868hkjr6h","Mercedes-Benz of Wilsonville","Closed","
","[]","URGENT","NOVA Headlights Installed  ",1,0,"Tuesday, March 3rd 2026","Tuesday, March 3rd 2026","Monday, February 23rd 2026, 10:16:24 am -08:00","Tuesday, March 3rd 2026, 1:38:00 pm -08:00","Tuesday, March 3rd 2026, 1:38:00 pm -08:00","Tuesday, March 3rd 2026, 1:37:59 pm -08:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1h","1h",,0,"[Jake ]","","",""
"Task","868hm6eug","Van Specialties","Closed","
","[]","none","Driver Side Only Partition Transit  ",1,0,"","","Tuesday, February 24th 2026, 10:03:18 am -08:00","Monday, March 16th 2026, 12:01:22 pm -07:00","Monday, March 16th 2026, 12:01:22 pm -07:00","Monday, March 16th 2026, 12:01:22 pm -07:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[First Available]","","",""
"Task","868hmqqb0","Mercedes-Benz of Wilsonville","Closed","
","[]","none","",0,0,"Wednesday, February 25th 2026","Wednesday, February 25th 2026","Wednesday, February 25th 2026, 9:49:35 am -08:00","Friday, February 27th 2026, 3:42:03 pm -08:00","Friday, February 27th 2026, 3:42:03 pm -08:00","Thursday, February 26th 2026, 9:35:24 am -08:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1h","1h",,0,"[Gary]","","",""
"Task","868hmvj0c","Mercedes-Benz of Wilsonville","in progress","
","[]","HIGH","Bedrcok  ",1,0,"","","Wednesday, February 25th 2026, 12:21:33 pm -08:00","Thursday, April 2nd 2026, 3:05:27 pm -07:00","","","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1w  6h","1w  6h",,0,"[Jake , Seth, Gary, Tim]","","",""
"Task","868hn70bb","Mercedes-Benz of Wilsonville","Closed","
","[]","none","hitch  ",1,0,"Tuesday, March 10th 2026","Tuesday, March 10th 2026","Thursday, February 26th 2026, 7:57:37 am -08:00","Wednesday, March 11th 2026, 7:30:11 am -07:00","Wednesday, March 11th 2026, 7:30:11 am -07:00","Wednesday, March 11th 2026, 7:30:11 am -07:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","3h","3h",,0,"[First Available]","","",""
"Task","868hnfcc9","Gresham Toyota","complete - awaiting pickup","
","[]","NORMAL","Flares on order, install bed cover and side steps  ",1,0,"Friday, March 6th 2026","Thursday, February 26th 2026","Thursday, February 26th 2026, 2:20:58 pm -08:00","Thursday, March 12th 2026, 7:32:02 am -07:00","","Thursday, March 12th 2026, 7:30:01 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Jake , Seth]","","",""
"Task","868hnffyc","Gresham Toyota","complete - awaiting pickup","
","[]","NORMAL","Waiting on mud flaps, everything else is here.  ",1,0,"Friday, March 6th 2026","Thursday, February 26th 2026","Thursday, February 26th 2026, 2:28:51 pm -08:00","Monday, March 23rd 2026, 7:44:00 am -07:00","","Monday, March 23rd 2026, 7:44:00 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Seth]","","",""
"Task","868hnfm6b","Cory","delay - parts","
","[]","none","Window on order Date TBD  ",2,0,"","","Thursday, February 26th 2026, 2:36:09 pm -08:00","Friday, April 3rd 2026, 8:54:19 am -07:00","","","Slate Info","SLATE SCHEDULER","hidden","Schedule","[868hvmdyw]","[https://app.clickup.com/t/868hvmdyw]","","[Schedule]","[]","","","","","5h","5h",,0,"[First Available]","","",""
"Task","868hqca0g","Mercedes-Benz of Wilsonville","Closed","
","[]","none","heated seat  ",1,0,"","","Tuesday, March 3rd 2026, 12:15:18 pm -08:00","Tuesday, March 31st 2026, 10:35:33 am -07:00","Tuesday, March 31st 2026, 10:35:33 am -07:00","Friday, March 13th 2026, 9:38:55 am -07:00","Slate Info","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Gary, Tim]","","",""
